0.384, 18.15, -0.057
-0.906, 16.834, -0.061
-3.396, 19.051, -0.05
-1.276, -0.007, -0.01
-0.818, -3.294, -0.007
0.42, -1.922, -0.02
-3.89, 11.224, -0.015
-5.692, 8.724, -0.02
-7.397, 9.248, -0.026
-7.982, 13.667, -0.051
-8.006, 11.851, -0.048
-5.691, 10.777, -0.015
-5.604, 12.881, -0.034
-3.331, 13.626, -0.037
-2.594, 2.983, 0.015
-3.432, 4.976, -0.001
-1.034, 5.832, 0.047
0.812, 5.886, 0.048
-2.628, 7.481, 0.027
-1.143, 8.552, 0.034
-1.841, 10.157, 0.009
-3.883, 8.849, 0.001
-7.196, 2.04, -0.037
-4.389, 2.798, -0.018
-5.147, 4.456, -0.003
-4.926, 6.286, 0.014
-6.914, 4.343, -0.015
-6.764, 6.446, 0.001
-9.788, 4.551, -0.017
-10.469, 2.831, -0.012
-4.866, 15.71, -0.065
-3.306, 17.08, -0.062
-5.663, 17.803, -0.066
-6.781, 15.273, -0.076
-10.58, 15.331, -0.062
-11.197, 1.052, -0.016
-9.119, 1.756, -0.018
-8.349, -0.366, -0.035
-12.839, 12.074, -0.043
-14.696, 10.87, -0.014
-12.102, 10.384, -0.053
-17.058, 3.261, 0.051
-15.866, 1.913, 0.047
-12.593, 2.375, 0.02
-14.488, 4.229, 0.009
-12.715, 5.715, 0.003
-14.465, 8.938, -0.01
-11.973, 8.405, -0.035
-10.994, 6.147, -0.01
-9.461, 7.2, -0.018
-9.545, 8.911, -0.031
-10.521, 11.168, -0.06
-10.012, 12.931, -0.049
-11.929, 14.132, -0.047
-13.321, -1.874, 0.019
-12.229, -0.396, 0.005
-13.936, 1.189, 0.012
-15.381, -0.79, 0.045
-16.824, 0.326, 0.044
-18.287, 1.416, 0.008
-18.972, -0.656, 0.027
-17.641, -2.379, 0.044
-15.147, 5.905, 0.016
-13.561, 7.344, -0.013
-15.678, 7.637, 0.0
-17.081, 9.961, -0.004
-18.327, 5.934, 0.001
-17.172, -4.909, 0.032
-16.029, -3.12, 0.045
-14.016, -3.589, 0.029

